a_id,b_id,group_id
1997,1997,17
1998,1998,24
1999,1999,38
2000,2000,24
2001,2001,22
2002,2002,34
2003,2003,45
2004,2004,29
2005,2005,24
2006,2006,18
2007,2007,12
2008,2008,13
2009,2009,35
2010,2010,1
2011,2011,42
2012,2012,4
2013,2013,17
2014,2014,47
2015,2015,14
2016,2016,35
2017,2017,59
2018,2018,15
2019,2019,38
2020,2020,10
2021,2021,23
2022,2022,56
2023,2023,56
2024,2024,49
2025,2025,55
2026,2026,35
2027,2027,50
2028,2028,39
2029,2029,57
2030,2030,46
2031,2031,25
2032,2032,25
2033,2033,23
2034,2034,12
2035,2035,26
2036,2036,34
2037,2037,25
2038,2038,7
2039,2039,27
2040,2040,5
2041,2041,25
2042,2042,52
2043,2043,24
2044,2044,20
2045,2045,14
2046,2046,24
2047,2047,49
2048,2048,59
2049,2049,28
2050,2050,43
2051,2051,28
2052,2052,23
2053,2053,20
2054,2054,56
2055,2055,3
2056,2056,11
2057,2057,56
2058,2058,45
2059,2059,30
2060,2060,25
2061,2061,1
2062,2062,45
2063,2063,40
2064,2064,3
2065,2065,18
2066,2066,17
2067,2067,42
2068,2068,46
2069,2069,5
2070,2070,50
2071,2071,41
2072,2072,56
2073,2073,54
2074,2074,32
2075,2075,41
2076,2076,23
2077,2077,28
2078,2078,55
2079,2079,25
2080,2080,55
2081,2081,4
2082,2082,4
2083,2083,27
2084,2084,26
2085,2085,5
2086,2086,40
2087,2087,37
2088,2088,52
2089,2089,55
2090,2090,27
2091,2091,47
2092,2092,54
2093,2093,3
2094,2094,46
2095,2095,35
2096,2096,35
2097,2097,35
2098,2098,46
2099,2099,30
2100,2100,57
2101,2101,46
2102,2102,15
2103,2103,4
2104,2104,51
2105,2105,58
2106,2106,59
2107,2107,25
2108,2108,18
2109,2109,57
2110,2110,27
2111,2111,11
2112,2112,20
2113,2113,1
2114,2114,22
2115,2115,45
2116,2116,15
2117,2117,34
2118,2118,13
2119,2119,49
2120,2120,43
2121,2121,18
2122,2122,49
2123,2123,56
2124,2124,14
2125,2125,51
2126,2126,6
2127,2127,59
2128,2128,46
2129,2129,42
2130,2130,58
2131,2131,51
2132,2132,31
2133,2133,39
2134,2134,33
2135,2135,9
2136,2136,7
2137,2137,37
2138,2138,39
2139,2139,33
2140,2140,52
2141,2141,58
2142,2142,32
2143,2143,22
2144,2144,36
2145,2145,2
2146,2146,19
2147,2147,32
2148,2148,27
2149,2149,52
2150,2150,24
2151,2151,1
2152,2152,54
2153,2153,34
2154,2154,57
2155,2155,19
2156,2156,37
2157,2157,50
2158,2158,19
2159,2159,37
2160,2160,58
2161,2161,45
2162,2162,37
2163,2163,34
2164,2164,35
2165,2165,41
2166,2166,24
2167,2167,31
2168,2168,7
2169,2169,44
2170,2170,11
2171,2171,50
2172,2172,35
2173,2173,21
2174,2174,43
2175,2175,49
2176,2176,45
2177,2177,6
2178,2178,8
2179,2179,25
2180,2180,31
2181,2181,43
2182,2182,7
2183,2183,56
2184,2184,29
2185,2185,7
2186,2186,36
2187,2187,1
2188,2188,52
2189,2189,19
2190,2190,21
2191,2191,38
2192,2192,47
2193,2193,58
2194,2194,34
2195,2195,47
2196,2196,55
2197,2197,44
2198,2198,57
2199,2199,14
2200,2200,8
2201,2201,24
2202,2202,7
2203,2203,45
2204,2204,50
2205,2205,42
2206,2206,2
2207,2207,37
2208,2208,27
2209,2209,0
2210,2210,5
2211,2211,13
2212,2212,16
2213,2213,46
2214,2214,47
2215,2215,50
2216,2216,43
2217,2217,13
2218,2218,48
2219,2219,12
2220,2220,15
2221,2221,37
2222,2222,38
2223,2223,6
2224,2224,41
2225,2225,34
2226,2226,37
2227,2227,0
2228,2228,3
2229,2229,26
2230,2230,50
2231,2231,23
2232,2232,51
2233,2233,57
2234,2234,31
2235,2235,30
2236,2236,13
2237,2237,5
2238,2238,21
2239,2239,57
2240,2240,2
2241,2241,47
2242,2242,8
2243,2243,10
2244,2244,1
2245,2245,59
2246,2246,43
2247,2247,10
2248,2248,20
2249,2249,29
2250,2250,54
2251,2251,14
2252,2252,42
2253,2253,34
2254,2254,3
2255,2255,59
2256,2256,11
2257,2257,53
2258,2258,15
2259,2259,25
2260,2260,11
2261,2261,57
2262,2262,27
2263,2263,20
2264,2264,7
2265,2265,29
2266,2266,44
2267,2267,55
2268,2268,24
2269,2269,32
2270,2270,0
2271,2271,8
2272,2272,49
2273,2273,21
2274,2274,47
2275,2275,12
2276,2276,43
2277,2277,19
2278,2278,20
2279,2279,8
2280,2280,1
2281,2281,51
2282,2282,3
2283,2283,1
2284,2284,16
2285,2285,7
2286,2286,4
2287,2287,34
2288,2288,7
2289,2289,21
2290,2290,22
2291,2291,41
2292,2292,17
2293,2293,11
2294,2294,29
2295,2295,0
2296,2296,12
2297,2297,5
2298,2298,31
2299,2299,49
2300,2300,21
2301,2301,11
2302,2302,2
2303,2303,5
2304,2304,23
2305,2305,26
2306,2306,4
2307,2307,54
2308,2308,56
2309,2309,18
2310,2310,37
2311,2311,38
2312,2312,8
2313,2313,39
2314,2314,23
2315,2315,40
2316,2316,32
2317,2317,39
2318,2318,14
2319,2319,33
2320,2320,47
2321,2321,9
2322,2322,21
2323,2323,41
2324,2324,56
2325,2325,45
2326,2326,28
2327,2327,33
2328,2328,9
2329,2329,56
2330,2330,31
2331,2331,35
2332,2332,42
2333,2333,51
2334,2334,42
2335,2335,28
2336,2336,8
2337,2337,42
2338,2338,49
2339,2339,5
2340,2340,18
2341,2341,21
2342,2342,58
2343,2343,55
2344,2344,5
2345,2345,41
2346,2346,19
2347,2347,37
2348,2348,7
2349,2349,59
2350,2350,25
2351,2351,10
2352,2352,50
2353,2353,56
2354,2354,36
2355,2355,56
2356,2356,29
2357,2357,16
2358,2358,10
2359,2359,46
2360,2360,3
2361,2361,40
2362,2362,30
2363,2363,10
2364,2364,21
2365,2365,19
2366,2366,11
2367,2367,41
2368,2368,3
2369,2369,1
2370,2370,49
2371,2371,6
2372,2372,23
2373,2373,53
2374,2374,33
2375,2375,29
2376,2376,48
2377,2377,39
2378,2378,5
2379,2379,13
2380,2380,17
2381,2381,7
2382,2382,55
2383,2383,20
2384,2384,32
2385,2385,30
2386,2386,28
2387,2387,57
2388,2388,25
2389,2389,47
2390,2390,0
2391,2391,9
2392,2392,42
2393,2393,13
2394,2394,45
2395,2395,37
2396,2396,12
2397,2397,34
2398,2398,12
2399,2399,44
2400,2400,8
2401,2401,47
2402,2402,2
2403,2403,13
2404,2404,13
2405,2405,42
2406,2406,14
2407,2407,3
2408,2408,16
2409,2409,29
2410,2410,54
2411,2411,7
2412,2412,28
2413,2413,33
2414,2414,19
2415,2415,49
2416,2416,56
2417,2417,21
2418,2418,26
2419,2419,31
2420,2420,14
2421,2421,35
2422,2422,51
2423,2423,29
2424,2424,41
2425,2425,12
2426,2426,57
2427,2427,17
2428,2428,31
2429,2429,13
2430,2430,55
2431,2431,55
2432,2432,19
2433,2433,33
2434,2434,7
2435,2435,14
2436,2436,33
2437,2437,16
2438,2438,7
2439,2439,45
2440,2440,44
2441,2441,17
2442,2442,37
2443,2443,1
2444,2444,56
2445,2445,34
2446,2446,35
2447,2447,37
2448,2448,7
2449,2449,45
2450,2450,28
2451,2451,18
2452,2452,16
2453,2453,25
2454,2454,6
2455,2455,58
2456,2456,45
2457,2457,41
2458,2458,4
2459,2459,50
2460,2460,33
2461,2461,23
2462,2462,2
2463,2463,44
2464,2464,55
2465,2465,19
2466,2466,37
2467,2467,33
2468,2468,37
2469,2469,6
2470,2470,17
2471,2471,30
2472,2472,32
2473,2473,5
2474,2474,21
2475,2475,15
2476,2476,50
2477,2477,6
2478,2478,20
2479,2479,17
2480,2480,20
2481,2481,0
2482,2482,48
2483,2483,45
2484,2484,36
2485,2485,34
2486,2486,24
2487,2487,46
2488,2488,12
2489,2489,21
2490,2490,21
2491,2491,14
2492,2492,50
2493,2493,25
2494,2494,17
2495,2495,26
2496,2496,21
2497,2497,52
2498,2498,43
2499,2499,45
2500,2500,39
2501,2501,22
2502,2502,38
2503,2503,52
2504,2504,17
2505,2505,44
2506,2506,31
2507,2507,11
2508,2508,11
2509,2509,49
2510,2510,22
2511,2511,31
2512,2512,11
2513,2513,14
2514,2514,4
2515,2515,35
2516,2516,19
2517,2517,1
2518,2518,45
2519,2519,46
2520,2520,59
2521,2521,33
2522,2522,55
2523,2523,24
2524,2524,18
2525,2525,35
2526,2526,27
2527,2527,51
2528,2528,31
2529,2529,19
2530,2530,49
2531,2531,3
2532,2532,11
2533,2533,3
2534,2534,40
2535,2535,33
2536,2536,29
2537,2537,44
2538,2538,52
2539,2539,52
2540,2540,15
2541,2541,23
2542,2542,23
2543,2543,13
2544,2544,58
2545,2545,21
2546,2546,9
2547,2547,7
2548,2548,54
2549,2549,23
2550,2550,37
2551,2551,43
2552,2552,41
2553,2553,10
2554,2554,13
2555,2555,41
2556,2556,59
2557,2557,19
2558,2558,45
2559,2559,28
2560,2560,49
2561,2561,56
2562,2562,34
2563,2563,14
2564,2564,54
2565,2565,59
2566,2566,28
2567,2567,46
2568,2568,46
2569,2569,29
2570,2570,45
2571,2571,22
2572,2572,45
2573,2573,6
2574,2574,48
2575,2575,51
2576,2576,24
2577,2577,43
2578,2578,5
2579,2579,43
2580,2580,28
2581,2581,25
2582,2582,35
2583,2583,41
2584,2584,22
2585,2585,39
2586,2586,33
2587,2587,4
2588,2588,47
2589,2589,32
2590,2590,7
2591,2591,12
2592,2592,20
2593,2593,37
2594,2594,18
2595,2595,49
2596,2596,3
2597,2597,45
2598,2598,7
2599,2599,56
2600,2600,23
2601,2601,29
2602,2602,5
2603,2603,27
2604,2604,41
2605,2605,51
2606,2606,1
2607,2607,45
2608,2608,13
2609,2609,40
2610,2610,48
2611,2611,59
2612,2612,12
2613,2613,18
2614,2614,20
2615,2615,42
2616,2616,26
2617,2617,40
2618,2618,23
2619,2619,47
2620,2620,13
2621,2621,16
2622,2622,31
2623,2623,55
2624,2624,33
2625,2625,50
2626,2626,35
2627,2627,25
2628,2628,27
2629,2629,38
2630,2630,0
2631,2631,10
2632,2632,5
2633,2633,12
2634,2634,9
2635,2635,44
2636,2636,47
2637,2637,31
2638,2638,40
2639,2639,6
2640,2640,18
2641,2641,12
2642,2642,7
2643,2643,18
2644,2644,41
2645,2645,22
2646,2646,49
2647,2647,38
2648,2648,44
2649,2649,11
2650,2650,23
2651,2651,36
2652,2652,8
2653,2653,14
2654,2654,19
2655,2655,29
2656,2656,28
2657,2657,51
2658,2658,25
2659,2659,23
2660,2660,47
2661,2661,4
2662,2662,27
2663,2663,23
2664,2664,40
2665,2665,57
2666,2666,8
2667,2667,49
2668,2668,14
2669,2669,0
2670,2670,27
2671,2671,44
2672,2672,35
2673,2673,53
2674,2674,44
2675,2675,51
2676,2676,26
2677,2677,50
2678,2678,23
2679,2679,1
2680,2680,59
2681,2681,4
2682,2682,47
2683,2683,5
2684,2684,45
2685,2685,16
2686,2686,9
2687,2687,12
2688,2688,15
2689,2689,57
2690,2690,23
2691,2691,55
2692,2692,3
2693,2693,9
2694,2694,38
2695,2695,43
2696,2696,43
2697,2697,11
2698,2698,18
2699,2699,22
2700,2700,5
2701,2701,14
2702,2702,52
2703,2703,37
2704,2704,55
2705,2705,13
2706,2706,36
2707,2707,55
2708,2708,0
2709,2709,22
2710,2710,35
2711,2711,10
2712,2712,10
2713,2713,24
2714,2714,38
2715,2715,51
2716,2716,15
2717,2717,14
2718,2718,18
2719,2719,51
2720,2720,46
2721,2721,18
2722,2722,59
2723,2723,42
2724,2724,51
2725,2725,41
2726,2726,12
2727,2727,53
2728,2728,26
2729,2729,7
2730,2730,58
2731,2731,18
2732,2732,43
2733,2733,17
2734,2734,25
2735,2735,3
2736,2736,50
2737,2737,30
2738,2738,5
2739,2739,19
2740,2740,24
2741,2741,57
2742,2742,0
2743,2743,13
2744,2744,26
2745,2745,32
2746,2746,49
2747,2747,23
2748,2748,35
2749,2749,26
2750,2750,21
2751,2751,46
2752,2752,3
2753,2753,35
2754,2754,17
2755,2755,45
2756,2756,46
2757,2757,4
2758,2758,12
2759,2759,0
2760,2760,53
2761,2761,31
2762,2762,29
2763,2763,59
2764,2764,19
2765,2765,17
2766,2766,58
2767,2767,45
2768,2768,37
2769,2769,31
2770,2770,24
2771,2771,22
2772,2772,23
2773,2773,14
2774,2774,35
2775,2775,15
2776,2776,59
2777,2777,54
2778,2778,2
2779,2779,11
2780,2780,12
2781,2781,8
2782,2782,27
2783,2783,35
2784,2784,23
2785,2785,15
2786,2786,58
2787,2787,51
2788,2788,28
2789,2789,27
2790,2790,6
2791,2791,59
2792,2792,33
2793,2793,16
2794,2794,48
2795,2795,23
2796,2796,44
2797,2797,30
2798,2798,42
2799,2799,57
2800,2800,8
2801,2801,10
2802,2802,33
2803,2803,30
2804,2804,25
2805,2805,21
2806,2806,52
2807,2807,21
2808,2808,42
2809,2809,55
2810,2810,18
2811,2811,35
2812,2812,15
2813,2813,20
2814,2814,49
2815,2815,35
2816,2816,16
2817,2817,10
2818,2818,16
2819,2819,10
2820,2820,3
2821,2821,33
2822,2822,40
2823,2823,57
2824,2824,30
2825,2825,57
2826,2826,51
2827,2827,24
2828,2828,41
2829,2829,24
2830,2830,25
2831,2831,59
2832,2832,19
2833,2833,35
2834,2834,56
2835,2835,48
2836,2836,39
2837,2837,6
2838,2838,48
2839,2839,48
2840,2840,18
2841,2841,27
2842,2842,48
2843,2843,13
2844,2844,58
2845,2845,30
2846,2846,11
2847,2847,25
2848,2848,51
2849,2849,25
2850,2850,43
2851,2851,27
2852,2852,55
2853,2853,10
2854,2854,1
2855,2855,19
2856,2856,45
2857,2857,17
2858,2858,58
2859,2859,6
2860,2860,1
2861,2861,44
2862,2862,23
2863,2863,39
2864,2864,2
2865,2865,32
2866,2866,23
2867,2867,21
2868,2868,23
2869,2869,39
2870,2870,53
2871,2871,36
2872,2872,23
2873,2873,56
2874,2874,27
2875,2875,50
2876,2876,34
2877,2877,23
2878,2878,9
2879,2879,27
2880,2880,6
2881,2881,31
2882,2882,57
2883,2883,50
2884,2884,35
2885,2885,38
2886,2886,30
2887,2887,37
2888,2888,16
2889,2889,55
2890,2890,15
2891,2891,33
2892,2892,24
2893,2893,6
2894,2894,9
2895,2895,56
2896,2896,2
2897,2897,7
2898,2898,49
2899,2899,17
2900,2900,27
2901,2901,33
2902,2902,2
2903,2903,32
2904,2904,4
2905,2905,19
2906,2906,42
2907,2907,9
2908,2908,36
2909,2909,53
2910,2910,1
2911,2911,11
2912,2912,48
2913,2913,4
2914,2914,37
2915,2915,15
2916,2916,15
2917,2917,25
2918,2918,51
2919,2919,31
2920,2920,26
2921,2921,33
2922,2922,0
2923,2923,46
2924,2924,41
2925,2925,40
2926,2926,48
2927,2927,43
2928,2928,41
2929,2929,22
2930,2930,20
2931,2931,1
2932,2932,36
2933,2933,28
2934,2934,30
2935,2935,47
2936,2936,40
2937,2937,15
2938,2938,14
2939,2939,9
2940,2940,20
2941,2941,6
2942,2942,23
2943,2943,53
2944,2944,15
2945,2945,15
2946,2946,13
2947,2947,11
2948,2948,36
2949,2949,57
2950,2950,9
2951,2951,54
2952,2952,32
2953,2953,55
2954,2954,36
2955,2955,22
2956,2956,24
2957,2957,29
2958,2958,49
2959,2959,46
2960,2960,51
2961,2961,0
2962,2962,36
2963,2963,6
2964,2964,8
2965,2965,33
2966,2966,52
2967,2967,46
2968,2968,53
2969,2969,11
2970,2970,49
2971,2971,25
2972,2972,30
2973,2973,12
2974,2974,52
2975,2975,14
2976,2976,13
2977,2977,13
2978,2978,42
2979,2979,37
2980,2980,9
2981,2981,53
2982,2982,8
2983,2983,3
2984,2984,56
2985,2985,14
2986,2986,28
2987,2987,18
2988,2988,45
2989,2989,49
2990,2990,32
2991,2991,17
2992,2992,9
2993,2993,15
2994,2994,28
2995,2995,28
2996,2996,20
2997,2997,56
2998,2998,26
2999,2999,23
3000,3000,25
3001,3001,45
3002,3002,10
3003,3003,4
3004,3004,2
3005,3005,31
3006,3006,48
3007,3007,48
3008,3008,17
3009,3009,33
3010,3010,18
3011,3011,5
3012,3012,40
3013,3013,57
3014,3014,49
3015,3015,35
3016,3016,43
3017,3017,42
3018,3018,53
3019,3019,46
3020,3020,56
3021,3021,34
3022,3022,16
3023,3023,12
3024,3024,49
3025,3025,23
3026,3026,23
3027,3027,8
3028,3028,41
3029,3029,16
3030,3030,38
3031,3031,31
3032,3032,18
3033,3033,47
3034,3034,27
3035,3035,41
3036,3036,54
3037,3037,48
3038,3038,15
3039,3039,3
3040,3040,32
3041,3041,39
3042,3042,44
3043,3043,28
3044,3044,23
3045,3045,49
3046,3046,53
3047,3047,53
3048,3048,5
3049,3049,29
3050,3050,3
3051,3051,15
3052,3052,3
3053,3053,33
3054,3054,53
3055,3055,39
3056,3056,0
3057,3057,35
3058,3058,47
3059,3059,13
3060,3060,48
3061,3061,39
3062,3062,44
3063,3063,30
3064,3064,42
3065,3065,19
3066,3066,38
3067,3067,11
3068,3068,33
3069,3069,20
3070,3070,35
3071,3071,58
3072,3072,59
3073,3073,27
3074,3074,32
3075,3075,37
3076,3076,9
3077,3077,35
3078,3078,1
3079,3079,52
3080,3080,17
3081,3081,22
3082,3082,3
3083,3083,50
3084,3084,7
3085,3085,12
3086,3086,21
3087,3087,55
3088,3088,8
3089,3089,2
3090,3090,52
3091,3091,32
3092,3092,8
3093,3093,33
3094,3094,24
3095,3095,59
3096,3096,11
3097,3097,39
3098,3098,17
3099,3099,56
3100,3100,44
3101,3101,1
3102,3102,54
3103,3103,56
3104,3104,36
3105,3105,55
3106,3106,53
3107,3107,30
3108,3108,55
3109,3109,50
3110,3110,11
3111,3111,57
3112,3112,21
3113,3113,12
3114,3114,57
3115,3115,23
3116,3116,20
3117,3117,23
3118,3118,40
3119,3119,6
3120,3120,54
3121,3121,58
3122,3122,29
3123,3123,16
3124,3124,17
3125,3125,13
3126,3126,30
3127,3127,25
3128,3128,53
3129,3129,33
3130,3130,30
3131,3131,45
3132,3132,11
3133,3133,12
3134,3134,22
3135,3135,14
3136,3136,45
3137,3137,59
3138,3138,5
3139,3139,7
3140,3140,41
3141,3141,50
3142,3142,28
3143,3143,55
3144,3144,44
3145,3145,9
3146,3146,12
3147,3147,32
3148,3148,43
3149,3149,11
3150,3150,14
3151,3151,2
3152,3152,59
3153,3153,14
3154,3154,53
3155,3155,46
3156,3156,41
3157,3157,41
3158,3158,34
3159,3159,46
3160,3160,12
3161,3161,47
3162,3162,51
3163,3163,2
3164,3164,28
3165,3165,30
3166,3166,27
3167,3167,53
3168,3168,25
3169,3169,17
3170,3170,20
3171,3171,28
3172,3172,10
3173,3173,23
3174,3174,21
3175,3175,19
3176,3176,34
3177,3177,32
3178,3178,37
3179,3179,4
3180,3180,43
3181,3181,1
3182,3182,10
3183,3183,31
3184,3184,19
3185,3185,59
3186,3186,35
3187,3187,58
3188,3188,13
3189,3189,20
3190,3190,11
3191,3191,47
3192,3192,10
3193,3193,59
3194,3194,59
3195,3195,22
3196,3196,21
3197,3197,52
3198,3198,7
3199,3199,11
3200,3200,32
3201,3201,10
3202,3202,59
3203,3203,16
3204,3204,26
3205,3205,48
3206,3206,43
3207,3207,42
3208,3208,3
3209,3209,34
3210,3210,45
3211,3211,46
3212,3212,41
3213,3213,52
3214,3214,28
3215,3215,20
3216,3216,27
3217,3217,43
3218,3218,12
3219,3219,13
3220,3220,14
3221,3221,36
3222,3222,12
3223,3223,56
3224,3224,10
3225,3225,39
3226,3226,10
3227,3227,26
3228,3228,23
3229,3229,0
3230,3230,11
3231,3231,34
3232,3232,1
3233,3233,31
3234,3234,37
3235,3235,38
3236,3236,2
3237,3237,39
3238,3238,6
3239,3239,2
3240,3240,53
3241,3241,56
3242,3242,5
3243,3243,38
3244,3244,30
3245,3245,53
3246,3246,26
3247,3247,41
3248,3248,0
3249,3249,23
3250,3250,5
3251,3251,53
3252,3252,36
3253,3253,7
3254,3254,44
3255,3255,18
3256,3256,52
3257,3257,32
3258,3258,46
3259,3259,25
3260,3260,13
3261,3261,32
3262,3262,27
3263,3263,3
3264,3264,46
3265,3265,20
3266,3266,9
3267,3267,43
3268,3268,1
3269,3269,35
3270,3270,7
3271,3271,37
3272,3272,1
3273,3273,34
3274,3274,53
3275,3275,14
3276,3276,56
3277,3277,25
3278,3278,47
3279,3279,54
3280,3280,50
3281,3281,2
3282,3282,54
3283,3283,4
3284,3284,28
3285,3285,13
3286,3286,32
3287,3287,7
3288,3288,43
3289,3289,52
3290,3290,52
3291,3291,7
3292,3292,27
3293,3293,27
3294,3294,3
3295,3295,59
3296,3296,38
3297,3297,50
3298,3298,22
3299,3299,19
3300,3300,19
3301,3301,11
3302,3302,37
3303,3303,17
3304,3304,17
3305,3305,24
3306,3306,25
3307,3307,6
3308,3308,42
3309,3309,20
3310,3310,46
3311,3311,50
3312,3312,2
3313,3313,12
3314,3314,23
3315,3315,5
3316,3316,11
3317,3317,6
3318,3318,49
3319,3319,44
3320,3320,33
3321,3321,19
3322,3322,6
3323,3323,27
3324,3324,22
3325,3325,0
3326,3326,47
3327,3327,31
3328,3328,17
3329,3329,0
3330,3330,3
3331,3331,6
3332,3332,9
3333,3333,30
3334,3334,59
3335,3335,3
3336,3336,36
3337,3337,58
3338,3338,9
3339,3339,26
3340,3340,0
3341,3341,43
3342,3342,57
3343,3343,33
3344,3344,55
3345,3345,43
3346,3346,42
3347,3347,9
3348,3348,0
3349,3349,14
3350,3350,13
3351,3351,54
3352,3352,0
3353,3353,27
3354,3354,32
3355,3355,57
3356,3356,41
3357,3357,46
3358,3358,31
3359,3359,15
3360,3360,43
3361,3361,51
3362,3362,4
3363,3363,25
3364,3364,25
3365,3365,38
3366,3366,12
3367,3367,33
3368,3368,47
3369,3369,22
3370,3370,6
3371,3371,36
3372,3372,17
3373,3373,48
3374,3374,43
3375,3375,43
3376,3376,16
3377,3377,44
3378,3378,23
3379,3379,8
3380,3380,34
3381,3381,5
3382,3382,39
3383,3383,37
3384,3384,42
3385,3385,23
3386,3386,48
3387,3387,4
3388,3388,46
3389,3389,19
3390,3390,53
3391,3391,31
3392,3392,59
3393,3393,5
3394,3394,7
3395,3395,37
3396,3396,48
3397,3397,42
3398,3398,7
3399,3399,39
3400,3400,50
3401,3401,0
3402,3402,18
3403,3403,43
3404,3404,16
3405,3405,51
3406,3406,38
3407,3407,39
3408,3408,27
3409,3409,8
3410,3410,56
3411,3411,50
3412,3412,34
3413,3413,19
3414,3414,37
3415,3415,16
3416,3416,28
3417,3417,24
3418,3418,21
3419,3419,9
3420,3420,26
3421,3421,27
3422,3422,45
3423,3423,53
3424,3424,51
3425,3425,35
3426,3426,52
3427,3427,46
3428,3428,7
3429,3429,44
3430,3430,19
3431,3431,19
3432,3432,4
3433,3433,52
3434,3434,35
3435,3435,44
3436,3436,34
3437,3437,45
3438,3438,45
3439,3439,42
3440,3440,7
3441,3441,16
3442,3442,1
3443,3443,42
3444,3444,59
3445,3445,43
3446,3446,11
3447,3447,20
3448,3448,44
3449,3449,19
3450,3450,47
3451,3451,51
3452,3452,27
3453,3453,45
3454,3454,6
3455,3455,27
3456,3456,36
3457,3457,40
3458,3458,22
3459,3459,33
3460,3460,13
3461,3461,44
3462,3462,47
3463,3463,27
3464,3464,42
3465,3465,45
3466,3466,54
3467,3467,23
3468,3468,24
3469,3469,46
3470,3470,13
3471,3471,51
3472,3472,16
3473,3473,5
3474,3474,52
3475,3475,21
3476,3476,40
3477,3477,23
3478,3478,44
3479,3479,51
3480,3480,19
3481,3481,54
3482,3482,27
3483,3483,16
3484,3484,8
3485,3485,33
3486,3486,56
3487,3487,16
3488,3488,7
3489,3489,37
3490,3490,34
3491,3491,37
3492,3492,49
3493,3493,15
3494,3494,43
3495,3495,14
3496,3496,15
3497,3497,37
3498,3498,53
3499,3499,19
3500,3500,26
3501,3501,34
3502,3502,43
3503,3503,9
3504,3504,57
3505,3505,33
3506,3506,4
3507,3507,48
3508,3508,41
3509,3509,16
3510,3510,57
3511,3511,36
3512,3512,33
3513,3513,12
3514,3514,41
3515,3515,32
3516,3516,4
3517,3517,32
3518,3518,42
3519,3519,32
3520,3520,2
3521,3521,30
3522,3522,18
3523,3523,40
3524,3524,22
3525,3525,5
3526,3526,11
3527,3527,15
3528,3528,9
3529,3529,16
3530,3530,5
3531,3531,34
3532,3532,43
3533,3533,27
3534,3534,10
3535,3535,41
3536,3536,16
3537,3537,25
3538,3538,17
3539,3539,55
3540,3540,16
3541,3541,40
3542,3542,41
3543,3543,25
3544,3544,10
3545,3545,41
3546,3546,39
3547,3547,33
3548,3548,26
3549,3549,13
3550,3550,3
3551,3551,35
3552,3552,29
3553,3553,20
3554,3554,5
3555,3555,50
3556,3556,2
3557,3557,18
3558,3558,31
3559,3559,46
3560,3560,27
3561,3561,46
3562,3562,15
3563,3563,52
3564,3564,51
3565,3565,13
3566,3566,9
3567,3567,13
3568,3568,31
3569,3569,18
3570,3570,57
3571,3571,12
3572,3572,1
3573,3573,25
3574,3574,56
3575,3575,27
3576,3576,38
3577,3577,57
3578,3578,11
3579,3579,26
3580,3580,56
3581,3581,45
3582,3582,4
3583,3583,26
3584,3584,29
3585,3585,0
3586,3586,56
3587,3587,4
3588,3588,50
3589,3589,5
3590,3590,15
3591,3591,18
3592,3592,0
3593,3593,39
3594,3594,41
3595,3595,51
3596,3596,45
3597,3597,21
3598,3598,56
3599,3599,59
3600,3600,27
3601,3601,17
3602,3602,38
3603,3603,39
3604,3604,41
3605,3605,7
3606,3606,5
3607,3607,39
3608,3608,28
3609,3609,52
3610,3610,20
3611,3611,29
3612,3612,58
3613,3613,8
3614,3614,49
3615,3615,59
3616,3616,40
3617,3617,46
3618,3618,32
3619,3619,45
3620,3620,46
3621,3621,20
3622,3622,46
3623,3623,46
3624,3624,1
3625,3625,58
3626,3626,12
3627,3627,44
3628,3628,2
3629,3629,57
3630,3630,38
3631,3631,8
3632,3632,15
3633,3633,21
3634,3634,45
3635,3635,15
3636,3636,37
3637,3637,36
3638,3638,50
3639,3639,5
3640,3640,36
3641,3641,6
3642,3642,28
3643,3643,51
3644,3644,26
3645,3645,43
3646,3646,37
3647,3647,13
3648,3648,15
3649,3649,28
3650,3650,56
3651,3651,55
3652,3652,48
3653,3653,1
3654,3654,21
3655,3655,45
3656,3656,17
3657,3657,46
3658,3658,1
3659,3659,0
3660,3660,54
3661,3661,42
3662,3662,16
3663,3663,32
3664,3664,46
3665,3665,10
3666,3666,23
3667,3667,13
3668,3668,27
3669,3669,13
3670,3670,57
3671,3671,28
3672,3672,1
3673,3673,50
3674,3674,23
3675,3675,4
3676,3676,5
3677,3677,51
3678,3678,55
3679,3679,9
3680,3680,35
3681,3681,24
3682,3682,29
3683,3683,36
3684,3684,9
3685,3685,52
3686,3686,6
3687,3687,46
3688,3688,24
3689,3689,42
3690,3690,3
3691,3691,25
3692,3692,52
3693,3693,44
3694,3694,25
3695,3695,47
3696,3696,57
3697,3697,57
3698,3698,37
3699,3699,0
3700,3700,29
3701,3701,26
3702,3702,8
3703,3703,35
3704,3704,33
3705,3705,24
3706,3706,39
3707,3707,56
3708,3708,13
3709,3709,7
3710,3710,2
3711,3711,28
3712,3712,29
3713,3713,26
3714,3714,23
3715,3715,28
3716,3716,28
3717,3717,14
3718,3718,26
3719,3719,4
3720,3720,18
3721,3721,42
3722,3722,8
3723,3723,16
3724,3724,23
3725,3725,8
3726,3726,12
3727,3727,21
3728,3728,36
3729,3729,38
3730,3730,38
3731,3731,18
3732,3732,56
3733,3733,35
3734,3734,9
3735,3735,15
3736,3736,26
3737,3737,29
3738,3738,58
3739,3739,6
3740,3740,6
3741,3741,55
3742,3742,46
3743,3743,42
3744,3744,7
